Geolocation,Commodity,Date_String,Price,Parent_Class,Date,Month_Index
Marinduque,"Pepper, finger",2025 April,60.0,Other Fresh Peppers (Bell/Finger),2025-04-01,51
Marinduque,"Pepper, finger",2025 May,60.0,Other Fresh Peppers (Bell/Finger),2025-05-01,52
Marinduque,"Pepper, finger",2025 June,64.19,Other Fresh Peppers (Bell/Finger),2025-06-01,53
Marinduque,"Pepper, finger",2025 October,67.73,Other Fresh Peppers (Bell/Finger),2025-10-01,57
Marinduque,"Pepper, finger",2025 November,70.0,Other Fresh Peppers (Bell/Finger),2025-11-01,58
Marinduque,"Pepper, finger",2025 December,70.0,Other Fresh Peppers (Bell/Finger),2025-12-01,59
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 January,73.2,Siling Labuyo (Predictive Benchmark),2024-01-01,36
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 February,109.27,Siling Labuyo (Predictive Benchmark),2024-02-01,37
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 March,70.0,Siling Labuyo (Predictive Benchmark),2024-03-01,38
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 July,75.0,Siling Labuyo (Predictive Benchmark),2024-07-01,42
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 August,75.0,Siling Labuyo (Predictive Benchmark),2024-08-01,43
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 October,49.5,Siling Labuyo (Predictive Benchmark),2024-10-01,45
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 December,68.18,Siling Labuyo (Predictive Benchmark),2024-12-01,47
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 April,150.0,Siling Labuyo (Predictive Benchmark),2025-04-01,51
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 May,50.0,Siling Labuyo (Predictive Benchmark),2025-05-01,52
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 June,30.0,Siling Labuyo (Predictive Benchmark),2025-06-01,53
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 July,63.38,Siling Labuyo (Predictive Benchmark),2025-07-01,54
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 August,77.57,Siling Labuyo (Predictive Benchmark),2025-08-01,55
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 October,75.0,Siling Labuyo (Predictive Benchmark),2025-10-01,57
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 November,70.0,Siling Labuyo (Predictive Benchmark),2025-11-01,58
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 December,70.0,Siling Labuyo (Predictive Benchmark),2025-12-01,59
Occidental Mindoro,"Garlic, dried bulb",2021 March,74.63,Garlic (Dried Bulb),2021-03-01,2
Occidental Mindoro,"Garlic, dried bulb",2021 April,50.36,Garlic (Dried Bulb),2021-04-01,3
Occidental Mindoro,"Garlic, dried bulb",2021 May,69.65,Garlic (Dried Bulb),2021-05-01,4
Occidental Mindoro,"Garlic, dried bulb",2022 January,75.0,Garlic (Dried Bulb),2022-01-01,12
Occidental Mindoro,"Garlic, dried bulb",2022 March,88.24,Garlic (Dried Bulb),2022-03-01,14
Occidental Mindoro,"Garlic, dried bulb",2022 May,143.65,Garlic (Dried Bulb),2022-05-01,16
Occidental Mindoro,"Garlic, dried bulb",2022 July,81.05,Garlic (Dried Bulb),2022-07-01,18
Occidental Mindoro,"Garlic, dried bulb",2022 August,67.27,Garlic (Dried Bulb),2022-08-01,19
Occidental Mindoro,"Garlic, dried bulb",2022 September,63.33,Garlic (Dried Bulb),2022-09-01,20
Occidental Mindoro,"Garlic, dried bulb",2022 October,70.0,Garlic (Dried Bulb),2022-10-01,21
Occidental Mindoro,"Garlic, dried bulb",2023 March,86.49,Garlic (Dried Bulb),2023-03-01,26
Occidental Mindoro,"Garlic, dried bulb",2023 August,35.0,Garlic (Dried Bulb),2023-08-01,31
Occidental Mindoro,"Garlic, dried bulb",2024 March,150.0,Garlic (Dried Bulb),2024-03-01,38
Occidental Mindoro,"Garlic, dried bulb",2025 April,80.0,Garlic (Dried Bulb),2025-04-01,51
Occidental Mindoro,"Garlic, dried bulb",2025 May,90.0,Garlic (Dried Bulb),2025-05-01,52
Occidental Mindoro,"Garlic, dried bulb",2025 June,80.0,Garlic (Dried Bulb),2025-06-01,53
Occidental Mindoro,"Ginger, Hawaiian",2021 January,52.69,Ginger (All Sub-Varieties),2021-01-01,0
Occidental Mindoro,"Ginger, Hawaiian",2021 February,39.54,Ginger (All Sub-Varieties),2021-02-01,1
Occidental Mindoro,"Ginger, Hawaiian",2021 March,65.92,Ginger (All Sub-Varieties),2021-03-01,2
Occidental Mindoro,"Ginger, Hawaiian",2021 April,60.59,Ginger (All Sub-Varieties),2021-04-01,3
Occidental Mindoro,"Ginger, Hawaiian",2021 May,64.48,Ginger (All Sub-Varieties),2021-05-01,4
Occidental Mindoro,"Ginger, Hawaiian",2021 June,60.0,Ginger (All Sub-Varieties),2021-06-01,5
Occidental Mindoro,"Ginger, Hawaiian",2021 July,76.24,Ginger (All Sub-Varieties),2021-07-01,6
Occidental Mindoro,"Ginger, Hawaiian",2021 August,83.01,Ginger (All Sub-Varieties),2021-08-01,7
Occidental Mindoro,"Ginger, Hawaiian",2021 September,52.93,Ginger (All Sub-Varieties),2021-09-01,8
Occidental Mindoro,"Ginger, Hawaiian",2021 October,46.42,Ginger (All Sub-Varieties),2021-10-01,9
Occidental Mindoro,"Ginger, Hawaiian",2021 November,24.68,Ginger (All Sub-Varieties),2021-11-01,10
Occidental Mindoro,"Ginger, Hawaiian",2021 December,20.82,Ginger (All Sub-Varieties),2021-12-01,11
Occidental Mindoro,"Ginger, Hawaiian",2022 January,27.83,Ginger (All Sub-Varieties),2022-01-01,12
Occidental Mindoro,"Ginger, Hawaiian",2022 February,29.44,Ginger (All Sub-Varieties),2022-02-01,13
Occidental Mindoro,"Ginger, Hawaiian",2022 March,34.95,Ginger (All Sub-Varieties),2022-03-01,14
Occidental Mindoro,"Ginger, Hawaiian",2022 April,42.62,Ginger (All Sub-Varieties),2022-04-01,15
Occidental Mindoro,"Ginger, Hawaiian",2022 May,44.62,Ginger (All Sub-Varieties),2022-05-01,16
Occidental Mindoro,"Ginger, Hawaiian",2022 June,36.95,Ginger (All Sub-Varieties),2022-06-01,17
Occidental Mindoro,"Ginger, Hawaiian",2022 July,31.17,Ginger (All Sub-Varieties),2022-07-01,18
Occidental Mindoro,"Ginger, Hawaiian",2022 August,28.28,Ginger (All Sub-Varieties),2022-08-01,19
Occidental Mindoro,"Ginger, Hawaiian",2022 September,34.67,Ginger (All Sub-Varieties),2022-09-01,20
Occidental Mindoro,"Ginger, Hawaiian",2022 October,27.6,Ginger (All Sub-Varieties),2022-10-01,21
Occidental Mindoro,"Ginger, Hawaiian",2022 November,25.99,Ginger (All Sub-Varieties),2022-11-01,22
Occidental Mindoro,"Ginger, Hawaiian",2022 December,24.26,Ginger (All Sub-Varieties),2022-12-01,23
Occidental Mindoro,"Ginger, Hawaiian",2023 January,23.99,Ginger (All Sub-Varieties),2023-01-01,24
Occidental Mindoro,"Ginger, Hawaiian",2023 February,23.88,Ginger (All Sub-Varieties),2023-02-01,25
Occidental Mindoro,"Ginger, Hawaiian",2023 March,21.75,Ginger (All Sub-Varieties),2023-03-01,26
Occidental Mindoro,"Ginger, Hawaiian",2023 April,22.87,Ginger (All Sub-Varieties),2023-04-01,27
Occidental Mindoro,"Ginger, Hawaiian",2023 May,20.39,Ginger (All Sub-Varieties),2023-05-01,28
Occidental Mindoro,"Ginger, Hawaiian",2023 June,22.9,Ginger (All Sub-Varieties),2023-06-01,29
Occidental Mindoro,"Ginger, Hawaiian",2023 July,23.29,Ginger (All Sub-Varieties),2023-07-01,30
Occidental Mindoro,"Ginger, Hawaiian",2023 August,27.96,Ginger (All Sub-Varieties),2023-08-01,31
Occidental Mindoro,"Ginger, Hawaiian",2023 September,27.07,Ginger (All Sub-Varieties),2023-09-01,32
Occidental Mindoro,"Ginger, Hawaiian",2023 October,27.23,Ginger (All Sub-Varieties),2023-10-01,33
Occidental Mindoro,"Ginger, Hawaiian",2023 November,23.16,Ginger (All Sub-Varieties),2023-11-01,34
Occidental Mindoro,"Ginger, Hawaiian",2023 December,24.08,Ginger (All Sub-Varieties),2023-12-01,35
Occidental Mindoro,"Ginger, Hawaiian",2024 October,20.0,Ginger (All Sub-Varieties),2024-10-01,45
Occidental Mindoro,"Ginger, Hawaiian",2024 November,25.0,Ginger (All Sub-Varieties),2024-11-01,46
Occidental Mindoro,"Ginger, Hawaiian",2024 December,25.0,Ginger (All Sub-Varieties),2024-12-01,47
Occidental Mindoro,"Ginger, Hawaiian",2025 October,35.0,Ginger (All Sub-Varieties),2025-10-01,57
Occidental Mindoro,"Ginger, Hawaiian",2025 November,30.0,Ginger (All Sub-Varieties),2025-11-01,58
Occidental Mindoro,"Ginger, Hawaiian",2025 December,30.0,Ginger (All Sub-Varieties),2025-12-01,59
Occidental Mindoro,"Ginger, Native",2024 April,120.0,Ginger (All Sub-Varieties),2024-04-01,39
Occidental Mindoro,"Ginger, Native",2024 July,69.63,Ginger (All Sub-Varieties),2024-07-01,42
Occidental Mindoro,"Ginger, Native",2024 August,59.4,Ginger (All Sub-Varieties),2024-08-01,43
Occidental Mindoro,"Ginger, Native",2025 February,50.0,Ginger (All Sub-Varieties),2025-02-01,49
Occidental Mindoro,"Ginger, Native",2025 April,70.0,Ginger (All Sub-Varieties),2025-04-01,51
Occidental Mindoro,"Ginger, Native",2025 May,70.0,Ginger (All Sub-Varieties),2025-05-01,52
Occidental Mindoro,"Ginger, Native",2025 June,70.0,Ginger (All Sub-Varieties),2025-06-01,53
Occidental Mindoro,"Ginger, Native",2025 July,90.0,Ginger (All Sub-Varieties),2025-07-01,54
Occidental Mindoro,"Ginger, Native",2025 October,50.0,Ginger (All Sub-Varieties),2025-10-01,57
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 February,60.0,Onions (All Sub-Varieties),2021-02-01,1
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 March,42.74,Onions (All Sub-Varieties),2021-03-01,2
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 April,40.61,Onions (All Sub-Varieties),2021-04-01,3
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 May,47.44,Onions (All Sub-Varieties),2021-05-01,4
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 June,39.66,Onions (All Sub-Varieties),2021-06-01,5
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 January,125.65,Onions (All Sub-Varieties),2022-01-01,12
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 February,24.44,Onions (All Sub-Varieties),2022-02-01,13
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 March,16.75,Onions (All Sub-Varieties),2022-03-01,14
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 April,17.67,Onions (All Sub-Varieties),2022-04-01,15
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 May,21.32,Onions (All Sub-Varieties),2022-05-01,16
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 June,31.26,Onions (All Sub-Varieties),2022-06-01,17
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 January,150.43,Onions (All Sub-Varieties),2023-01-01,24
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 February,79.93,Onions (All Sub-Varieties),2023-02-01,25
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 March,52.16,Onions (All Sub-Varieties),2023-03-01,26
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 April,70.08,Onions (All Sub-Varieties),2023-04-01,27
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 May,64.39,Onions (All Sub-Varieties),2023-05-01,28
Occidental Mindoro,"Onion, red creole (Bermuda red)",2024 February,30.0,Onions (All Sub-Varieties),2024-02-01,37
Occidental Mindoro,"Onion, red creole (Bermuda red)",2024 March,30.0,Onions (All Sub-Varieties),2024-03-01,38
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 February,44.27,Onions (All Sub-Varieties),2025-02-01,49
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 March,43.55,Onions (All Sub-Varieties),2025-03-01,50
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 April,45.1,Onions (All Sub-Varieties),2025-04-01,51
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 May,47.0,Onions (All Sub-Varieties),2025-05-01,52
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 August,51.89,Onions (All Sub-Varieties),2025-08-01,55
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 October,53.51,Onions (All Sub-Varieties),2025-10-01,57
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 November,52.5,Onions (All Sub-Varieties),2025-11-01,58
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2023 February,116.67,Onions (All Sub-Varieties),2023-02-01,25
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2024 February,54.74,Onions (All Sub-Varieties),2024-02-01,37
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2024 March,55.0,Onions (All Sub-Varieties),2024-03-01,38
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2024 April,18.56,Onions (All Sub-Varieties),2024-04-01,39
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 March,44.0,Onions (All Sub-Varieties),2025-03-01,50
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 April,45.0,Onions (All Sub-Varieties),2025-04-01,51
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 May,50.0,Onions (All Sub-Varieties),2025-05-01,52
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 November,92.41,Onions (All Sub-Varieties),2025-11-01,58
Occidental Mindoro,"Onion, yellow granex (Bermuda white)",2025 April,60.0,Onions (All Sub-Varieties),2025-04-01,51
Occidental Mindoro,"Onion, yellow granex (Bermuda white)",2025 May,65.0,Onions (All Sub-Varieties),2025-05-01,52
Occidental Mindoro,"Pepper, finger",2021 January,72.96,Other Fresh Peppers (Bell/Finger),2021-01-01,0
Occidental Mindoro,"Pepper, finger",2021 February,29.45,Other Fresh Peppers (Bell/Finger),2021-02-01,1
Occidental Mindoro,"Pepper, finger",2021 March,17.26,Other Fresh Peppers (Bell/Finger),2021-03-01,2
Occidental Mindoro,"Pepper, finger",2021 April,11.92,Other Fresh Peppers (Bell/Finger),2021-04-01,3
Occidental Mindoro,"Pepper, finger",2021 May,9.75,Other Fresh Peppers (Bell/Finger),2021-05-01,4
Occidental Mindoro,"Pepper, finger",2021 June,24.05,Other Fresh Peppers (Bell/Finger),2021-06-01,5
Occidental Mindoro,"Pepper, finger",2021 July,18.38,Other Fresh Peppers (Bell/Finger),2021-07-01,6
Occidental Mindoro,"Pepper, finger",2021 August,36.26,Other Fresh Peppers (Bell/Finger),2021-08-01,7
Occidental Mindoro,"Pepper, finger",2021 September,28.73,Other Fresh Peppers (Bell/Finger),2021-09-01,8
Occidental Mindoro,"Pepper, finger",2021 October,43.65,Other Fresh Peppers (Bell/Finger),2021-10-01,9
Occidental Mindoro,"Pepper, finger",2021 November,42.42,Other Fresh Peppers (Bell/Finger),2021-11-01,10
Occidental Mindoro,"Pepper, finger",2021 December,39.45,Other Fresh Peppers (Bell/Finger),2021-12-01,11
Occidental Mindoro,"Pepper, finger",2022 January,30.49,Other Fresh Peppers (Bell/Finger),2022-01-01,12
Occidental Mindoro,"Pepper, finger",2022 February,47.24,Other Fresh Peppers (Bell/Finger),2022-02-01,13
Occidental Mindoro,"Pepper, finger",2022 March,31.71,Other Fresh Peppers (Bell/Finger),2022-03-01,14
Occidental Mindoro,"Pepper, finger",2022 April,39.89,Other Fresh Peppers (Bell/Finger),2022-04-01,15
Occidental Mindoro,"Pepper, finger",2022 May,42.39,Other Fresh Peppers (Bell/Finger),2022-05-01,16
Occidental Mindoro,"Pepper, finger",2022 June,32.7,Other Fresh Peppers (Bell/Finger),2022-06-01,17
Occidental Mindoro,"Pepper, finger",2022 July,45.09,Other Fresh Peppers (Bell/Finger),2022-07-01,18
Occidental Mindoro,"Pepper, finger",2022 August,29.74,Other Fresh Peppers (Bell/Finger),2022-08-01,19
Occidental Mindoro,"Pepper, finger",2022 September,35.2,Other Fresh Peppers (Bell/Finger),2022-09-01,20
Occidental Mindoro,"Pepper, finger",2022 October,46.18,Other Fresh Peppers (Bell/Finger),2022-10-01,21
Occidental Mindoro,"Pepper, finger",2022 November,78.61,Other Fresh Peppers (Bell/Finger),2022-11-01,22
Occidental Mindoro,"Pepper, finger",2022 December,70.57,Other Fresh Peppers (Bell/Finger),2022-12-01,23
Occidental Mindoro,"Pepper, finger",2023 January,50.98,Other Fresh Peppers (Bell/Finger),2023-01-01,24
Occidental Mindoro,"Pepper, finger",2023 February,27.78,Other Fresh Peppers (Bell/Finger),2023-02-01,25
Occidental Mindoro,"Pepper, finger",2023 March,17.28,Other Fresh Peppers (Bell/Finger),2023-03-01,26
Occidental Mindoro,"Pepper, finger",2023 April,20.11,Other Fresh Peppers (Bell/Finger),2023-04-01,27
Occidental Mindoro,"Pepper, finger",2023 May,28.26,Other Fresh Peppers (Bell/Finger),2023-05-01,28
Occidental Mindoro,"Pepper, finger",2023 June,35.78,Other Fresh Peppers (Bell/Finger),2023-06-01,29
Occidental Mindoro,"Pepper, finger",2023 July,48.4,Other Fresh Peppers (Bell/Finger),2023-07-01,30
Occidental Mindoro,"Pepper, finger",2023 August,68.0,Other Fresh Peppers (Bell/Finger),2023-08-01,31
Occidental Mindoro,"Pepper, finger",2023 September,64.83,Other Fresh Peppers (Bell/Finger),2023-09-01,32
Occidental Mindoro,"Pepper, finger",2023 October,34.54,Other Fresh Peppers (Bell/Finger),2023-10-01,33
Occidental Mindoro,"Pepper, finger",2023 November,51.32,Other Fresh Peppers (Bell/Finger),2023-11-01,34
Occidental Mindoro,"Pepper, finger",2023 December,34.77,Other Fresh Peppers (Bell/Finger),2023-12-01,35
Occidental Mindoro,"Pepper, finger",2024 July,18.67,Other Fresh Peppers (Bell/Finger),2024-07-01,42
Occidental Mindoro,"Pepper, finger",2024 August,18.67,Other Fresh Peppers (Bell/Finger),2024-08-01,43
Occidental Mindoro,"Pepper, finger",2024 September,18.67,Other Fresh Peppers (Bell/Finger),2024-09-01,44
Occidental Mindoro,"Pepper, finger",2024 October,20.0,Other Fresh Peppers (Bell/Finger),2024-10-01,45
Occidental Mindoro,"Pepper, finger",2024 November,30.0,Other Fresh Peppers (Bell/Finger),2024-11-01,46
Occidental Mindoro,"Pepper, finger",2025 March,14.43,Other Fresh Peppers (Bell/Finger),2025-03-01,50
Occidental Mindoro,"Pepper, finger",2025 April,43.44,Other Fresh Peppers (Bell/Finger),2025-04-01,51
Occidental Mindoro,"Pepper, finger",2025 May,55.51,Other Fresh Peppers (Bell/Finger),2025-05-01,52
Occidental Mindoro,"Pepper, finger",2025 June,10.0,Other Fresh Peppers (Bell/Finger),2025-06-01,53
Occidental Mindoro,"Pepper, finger",2025 August,120.0,Other Fresh Peppers (Bell/Finger),2025-08-01,55
Occidental Mindoro,"Pepper, finger",2025 October,93.19,Other Fresh Peppers (Bell/Finger),2025-10-01,57
Occidental Mindoro,"Pepper, finger",2025 November,100.0,Other Fresh Peppers (Bell/Finger),2025-11-01,58
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 January,32.66,Siling Labuyo (Predictive Benchmark),2022-01-01,12
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 February,37.09,Siling Labuyo (Predictive Benchmark),2022-02-01,13
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 March,35.65,Siling Labuyo (Predictive Benchmark),2022-03-01,14
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 April,45.82,Siling Labuyo (Predictive Benchmark),2022-04-01,15
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 May,58.75,Siling Labuyo (Predictive Benchmark),2022-05-01,16
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 June,61.61,Siling Labuyo (Predictive Benchmark),2022-06-01,17
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 July,62.76,Siling Labuyo (Predictive Benchmark),2022-07-01,18
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 August,63.76,Siling Labuyo (Predictive Benchmark),2022-08-01,19
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 September,43.26,Siling Labuyo (Predictive Benchmark),2022-09-01,20
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 October,52.6,Siling Labuyo (Predictive Benchmark),2022-10-01,21
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 November,82.03,Siling Labuyo (Predictive Benchmark),2022-11-01,22
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 December,97.12,Siling Labuyo (Predictive Benchmark),2022-12-01,23
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 January,81.5,Siling Labuyo (Predictive Benchmark),2023-01-01,24
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 February,72.88,Siling Labuyo (Predictive Benchmark),2023-02-01,25
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 March,68.86,Siling Labuyo (Predictive Benchmark),2023-03-01,26
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 April,71.78,Siling Labuyo (Predictive Benchmark),2023-04-01,27
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 May,57.59,Siling Labuyo (Predictive Benchmark),2023-05-01,28
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 June,47.28,Siling Labuyo (Predictive Benchmark),2023-06-01,29
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 July,43.85,Siling Labuyo (Predictive Benchmark),2023-07-01,30
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 August,47.36,Siling Labuyo (Predictive Benchmark),2023-08-01,31
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 September,47.41,Siling Labuyo (Predictive Benchmark),2023-09-01,32
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 October,53.26,Siling Labuyo (Predictive Benchmark),2023-10-01,33
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 November,42.78,Siling Labuyo (Predictive Benchmark),2023-11-01,34
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 December,40.92,Siling Labuyo (Predictive Benchmark),2023-12-01,35
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 January,80.0,Siling Labuyo (Predictive Benchmark),2024-01-01,36
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 February,80.0,Siling Labuyo (Predictive Benchmark),2024-02-01,37
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 March,80.0,Siling Labuyo (Predictive Benchmark),2024-03-01,38
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 April,80.0,Siling Labuyo (Predictive Benchmark),2024-04-01,39
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 May,70.0,Siling Labuyo (Predictive Benchmark),2024-05-01,40
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 June,60.0,Siling Labuyo (Predictive Benchmark),2024-06-01,41
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 July,45.0,Siling Labuyo (Predictive Benchmark),2024-07-01,42
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 August,45.0,Siling Labuyo (Predictive Benchmark),2024-08-01,43
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 September,36.36,Siling Labuyo (Predictive Benchmark),2024-09-01,44
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 October,50.0,Siling Labuyo (Predictive Benchmark),2024-10-01,45
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 November,55.0,Siling Labuyo (Predictive Benchmark),2024-11-01,46
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 December,60.0,Siling Labuyo (Predictive Benchmark),2024-12-01,47
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 January,85.0,Siling Labuyo (Predictive Benchmark),2025-01-01,48
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 February,85.0,Siling Labuyo (Predictive Benchmark),2025-02-01,49
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 March,80.0,Siling Labuyo (Predictive Benchmark),2025-03-01,50
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 July,48.28,Siling Labuyo (Predictive Benchmark),2025-07-01,54
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 August,50.0,Siling Labuyo (Predictive Benchmark),2025-08-01,55
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 September,46.04,Siling Labuyo (Predictive Benchmark),2025-09-01,56
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 October,50.0,Siling Labuyo (Predictive Benchmark),2025-10-01,57
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 November,60.0,Siling Labuyo (Predictive Benchmark),2025-11-01,58
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2025 December,70.0,Siling Labuyo (Predictive Benchmark),2025-12-01,59
Oriental Mindoro,"Garlic, dried bulb",2021 March,70.0,Garlic (Dried Bulb),2021-03-01,2
Oriental Mindoro,"Garlic, dried bulb",2021 April,66.36,Garlic (Dried Bulb),2021-04-01,3
Oriental Mindoro,"Garlic, dried bulb",2021 May,76.84,Garlic (Dried Bulb),2021-05-01,4
Oriental Mindoro,"Garlic, dried bulb",2021 June,100.0,Garlic (Dried Bulb),2021-06-01,5
Oriental Mindoro,"Garlic, dried bulb",2022 February,58.85,Garlic (Dried Bulb),2022-02-01,13
Oriental Mindoro,"Garlic, dried bulb",2022 March,38.73,Garlic (Dried Bulb),2022-03-01,14
Oriental Mindoro,"Garlic, dried bulb",2022 April,53.39,Garlic (Dried Bulb),2022-04-01,15
Oriental Mindoro,"Garlic, dried bulb",2022 May,73.36,Garlic (Dried Bulb),2022-05-01,16
Oriental Mindoro,"Garlic, dried bulb",2023 February,71.57,Garlic (Dried Bulb),2023-02-01,25
Oriental Mindoro,"Garlic, dried bulb",2023 March,59.09,Garlic (Dried Bulb),2023-03-01,26
Oriental Mindoro,"Garlic, dried bulb",2023 April,69.99,Garlic (Dried Bulb),2023-04-01,27
Oriental Mindoro,"Garlic, dried bulb",2023 May,64.9,Garlic (Dried Bulb),2023-05-01,28
Oriental Mindoro,"Garlic, dried bulb",2024 April,70.0,Garlic (Dried Bulb),2024-04-01,39
Oriental Mindoro,"Garlic, dried bulb",2024 May,80.0,Garlic (Dried Bulb),2024-05-01,40
Oriental Mindoro,"Garlic, dried bulb",2024 June,80.0,Garlic (Dried Bulb),2024-06-01,41
Oriental Mindoro,"Garlic, dried bulb",2025 April,80.0,Garlic (Dried Bulb),2025-04-01,51
Oriental Mindoro,"Garlic, dried bulb",2025 May,80.0,Garlic (Dried Bulb),2025-05-01,52
Oriental Mindoro,"Garlic, dried bulb",2025 June,80.0,Garlic (Dried Bulb),2025-06-01,53
Oriental Mindoro,"Ginger, Hawaiian",2021 January,47.41,Ginger (All Sub-Varieties),2021-01-01,0
Oriental Mindoro,"Ginger, Hawaiian",2021 February,47.49,Ginger (All Sub-Varieties),2021-02-01,1
Oriental Mindoro,"Ginger, Hawaiian",2021 March,60.69,Ginger (All Sub-Varieties),2021-03-01,2
Oriental Mindoro,"Ginger, Hawaiian",2021 April,55.12,Ginger (All Sub-Varieties),2021-04-01,3
Oriental Mindoro,"Ginger, Hawaiian",2021 May,53.66,Ginger (All Sub-Varieties),2021-05-01,4
